17 A -2 1 6 1 -6 -1
17 A 2 1 6 -1 -6 1
17 A 6 0 3 2 -3 -2
17 A -5 1 -3 -2 3 2
17 A 5 1 -3 2 3 -2
17 A 0 2 16 1 -16 -1
17 A 4 0 0 -1 0 -1
17 A 4 0 2 1 2 1
17 A -1 1 5 0 7 0
17 A 1 1 -5 0 -7 0
17 A 7 0 -3 -3 3 -3
17 T 31 29 31 -1 0
17 T 11 19 12 1 0
17 U 15 1 1 -1 0
17 U 1 1 1 -1 0
17 U 2 2 3 0 0
17 U 6 3 2 0 0
17 U 20 3 3 0 0
17 U 9 3 2 0 0
17 U 12 2 3 0 0
17 U 3 4 5 0 0
17 U 27 4 4 0 0
17 U 5 5 4 0 0
17 U 10 5 4 0 0
17 U 9 4 5 -1 0
17 Q 23 31 24 0 0 0 0 0 0 0
17 Q 29 1 29 1 0 0 0 0 0 0
17 Q 1 4 1 7 0 -1 0 0 0 0
17 Q 3 16 2 1 0 0 0 0 0 0
17 Q 14 28 15 29 -1 0 -1 0 0 0
