1607 A 4 0 -1 2 1 -2
1607 A 6 0 1 -2 -1 2
1607 A 8 0 1 -2 -1 2
1607 A 8 0 -1 -2 1 2
1607 A 8 0 3 -2 -3 2
1607 A 8 0 5 -2 -5 2
1607 A 9 0 5 -1 -5 1
1607 A 12 0 1 -2 -1 2
1607 A 12 0 7 -2 -7 2
1607 A 16 0 -3 -2 3 2
1607 A 16 0 5 -2 -5 2
1607 A 16 0 3 -6 -3 6
1607 A 16 0 11 -6 -11 6
1607 A 17 0 10 -3 -10 3
1607 A 18 0 13 -8 -13 8
1607 A -1 1 -133 0 133 0
1607 A 0 1 -133 0 133 0
1607 A -2 1 -199 -1 199 1
1607 A 1 1 200 -1 -200 1
1607 A -3 1 -35 0 35 0
1607 A -3 1 -67 0 67 0
1607 A -3 1 -98 -1 98 1
1607 A -3 1 -100 -1 100 1
1607 A -3 1 -134 -1 134 1
1607 A -3 1 -166 -1 166 1
1607 A -3 1 -200 -1 200 1
1607 A 2 1 -35 0 35 0
1607 A 2 1 -67 0 67 0
1607 A 2 1 99 -1 -99 1
1607 A 2 1 101 -1 -101 1
1607 A 2 1 135 -1 -135 1
1607 A 2 1 167 -1 -167 1
1607 A 2 1 201 -1 -201 1
1607 A -4 1 -87 -1 87 1
1607 A 3 1 88 -1 -88 1
1607 A -6 1 -49 -1 49 1
1607 A -6 1 -149 -2 149 2
1607 A 5 1 50 -1 -50 1
1607 A 5 1 151 -2 -151 2
1607 A -7 1 -66 -1 66 1
1607 A 6 1 67 -1 -67 1
1607 A -10 1 -63 -2 63 2
1607 A 9 1 65 -2 -65 2
1607 A 23 0 13 -3 -13 3
1607 A -13 1 -86 -3 86 3
1607 A 12 1 89 -3 -89 3
1607 A 24 0 1 -2 -1 2
1607 A 24 0 -5 -2 5 2
1607 A 24 0 7 -2 -7 2
1607 A 24 0 13 -2 -13 2
1607 A 24 0 -1 -4 1 4
1607 A 24 0 5 -4 -5 4
1607 A 24 0 -7 -4 7 4
1607 A 24 0 11 -4 -11 4
1607 A 24 0 5 -10 -5 10
1607 A 24 0 -1 -10 1 10
1607 A 24 0 11 -10 -11 10
1607 A 24 0 17 -10 -17 10
1607 A -15 1 -20 -1 20 1
1607 A 14 1 21 -1 -21 1
1607 A 27 0 5 -10 -5 10
1607 A -19 1 -23 -2 23 2
1607 A -19 1 -68 -3 68 3
1607 A -19 1 -159 -8 159 8
1607 A 18 1 25 -2 -25 2
1607 A 18 1 71 -3 -71 3
1607 A 18 1 167 -8 -167 8
1607 A -22 1 -73 -4 73 4
1607 A -22 1 -117 -7 117 7
1607 A 21 1 77 -4 -77 4
1607 A 21 1 124 -7 -124 7
1607 A 31 0 5 -10 -5 10
1607 A 32 0 3 -6 -3 6
1607 A 32 0 -3 -10 3 10
1607 A 32 0 13 -10 -13 10
1607 A 34 0 7 -14 -7 14
1607 A 36 0 5 -10 -5 10
1607 A 36 0 23 -10 -23 10
1607 A -31 1 -11 -2 11 2
1607 A 30 1 13 -2 -13 2
1607 A -30 2 -221 -8 221 8
1607 A 28 2 229 -8 -229 8
1607 A -51 1 -10 -3 10 3
1607 A 50 1 13 -3 -13 3
1607 A -67 1 -1 -4 1 4
1607 A 66 1 5 -4 -5 4
1607 A 72 0 5 -28 -5 28
1607 A 72 0 23 -28 -23 28
1607 A 7 0 4 -1 4 -1
1607 A 11 0 1 -2 1 -2
1607 A 17 0 11 -5 11 -5
1607 A 19 0 11 -3 11 -3
1607 A 37 0 9 -18 9 -18
1607 A 5 0 0 -1 -2 2
1607 A 5 0 1 -1 0 2
1607 A 5 0 -1 -1 -2 1
1607 A 5 0 3 -1 1 -2
1607 A 5 0 -1 -2 3 -2
1607 A 7 0 0 -1 -2 2
1607 A 7 0 1 -1 0 2
1607 A 7 0 -1 -1 -1 -3
1607 A 7 0 2 -1 4 -3
1607 A 7 0 -2 -1 -2 3
1607 A 7 0 3 -1 -1 3
1607 A 7 0 1 -2 2 3
1607 A 7 0 -1 -2 3 -2
1607 A 7 0 -2 -2 -4 2
1607 A 7 0 0 -3 -3 3
1607 A 9 0 -1 -1 -2 1
1607 A 9 0 1 -2 2 -4
1607 A 9 0 -2 -2 -1 -4
1607 A 9 0 4 -2 5 -4
1607 A 11 0 0 -1 2 -2
1607 A 11 0 1 -1 0 -2
1607 A 11 0 -1 -1 3 4
1607 A 11 0 2 -1 -7 4
1607 A 11 0 -2 -1 3 -1
1607 A 11 0 -3 -1 -1 3
1607 A 11 0 4 -1 -2 3
1607 A 11 0 -4 -1 4 -3
1607 A 11 0 5 -1 -1 -3
1607 A 11 0 6 -1 2 -4
1607 A 11 0 -1 -2 -6 4
1607 A 11 0 3 -2 2 4
1607 A 11 0 -2 -2 -4 2
1607 A 11 0 -3 -2 -1 -4
1607 A 11 0 5 -2 5 -4
1607 A 11 0 -4 -2 -4 5
1607 A 11 0 6 -2 -1 5
1607 A 11 0 0 -3 -3 3
1607 A 11 0 -2 -3 3 -4
1607 A 11 0 5 -3 1 -4
1607 A 11 0 -3 -3 1 5
1607 A 11 0 6 -3 -6 5
1607 A 11 0 7 -3 8 -5
1607 A 11 0 0 -4 -5 5
1607 A 11 0 4 -4 0 5
1607 A 11 0 2 -5 3 -5
1607 A 11 0 -2 -5 -7 5
1607 A 13 0 0 -1 -1 1
1607 A 13 0 -1 -1 2 -1
1607 A 13 0 -2 -1 -2 5
1607 A 13 0 3 -1 -3 5
1607 A 13 0 -3 -1 -2 -6
1607 A 13 0 4 -1 8 -6
1607 A 13 0 -4 -1 3 2
1607 A 13 0 5 -1 -5 2
1607 A 13 0 -5 -1 2 4
1607 A 13 0 6 -1 -6 4
1607 A 13 0 7 -1 -3 6
1607 A 13 0 1 -2 5 3
1607 A 13 0 0 -2 6 -6
1607 A 13 0 2 -2 0 -6
1607 A 13 0 -1 -2 -3 2
1607 A 13 0 -2 -2 1 6
1607 A 13 0 4 -2 -7 6
1607 A 13 0 -4 -2 -1 -4
1607 A 13 0 6 -2 5 -4
1607 A 13 0 -5 -2 4 -3
1607 A 13 0 7 -2 -1 -3
1607 A 13 0 1 -3 1 5
1607 A 13 0 2 -3 -6 5
1607 A 13 0 0 -3 4 -4
1607 A 13 0 3 -3 0 -4
1607 A 13 0 -2 -3 5 -3
1607 A 13 0 -3 -3 -8 4
1607 A 13 0 6 -3 4 4
1607 A 13 0 -4 -3 -1 6
1607 A 13 0 7 -3 -5 6
1607 A 13 0 2 -4 9 -5
1607 A 13 0 1 -4 -7 5
1607 A 13 0 3 -4 2 5
