398 A 6 0 3 -1 -3 1
398 A 6 0 3 -2 -3 2
398 A 7 0 0 -1 0 1
398 A 9 0 0 -2 0 2
398 A 11 0 0 -4 0 4
398 A 12 0 -3 -2 3 2
398 A 12 0 3 -2 -3 2
398 A 14 0 7 -1 -7 1
398 A 14 0 7 -6 -7 6
398 A 18 0 9 -2 -9 2
398 A 18 0 9 -7 -9 7
398 A 19 0 0 -1 0 1
398 A -1 1 -20 0 20 0
398 A -1 1 -113 0 113 0
398 A -1 1 -134 0 134 0
398 A 1 1 -20 0 20 0
398 A 1 1 -113 0 113 0
398 A 1 1 -134 0 134 0
398 A -2 1 -131 -1 131 1
398 A 2 1 131 -1 -131 1
398 A -3 1 -183 -1 183 1
398 A 3 1 183 -1 -183 1
398 A -4 1 -87 -1 87 1
398 A 4 1 87 -1 -87 1
398 A -5 1 -41 -1 41 1
398 A 5 1 41 -1 -41 1
398 A -6 1 -113 -2 113 2
398 A 6 1 113 -2 -113 2
398 A 21 0 0 -8 0 8
398 A -8 1 -35 -1 35 1
398 A 8 1 35 -1 -35 1
398 A 22 0 11 -4 -11 4
398 A 22 0 11 -7 -11 7
398 A 23 0 0 -6 0 6
398 A 24 0 -3 -4 3 4
398 A 24 0 3 -4 -3 4
398 A 28 0 -7 -6 7 6
398 A 28 0 7 -6 -7 6
398 A -20 1 -199 -9 199 9
398 A 20 1 199 -9 -199 9
398 A 31 0 0 -5 0 5
398 A -29 1 -183 -14 183 14
398 A 29 1 183 -14 -183 14
398 A 36 0 -9 -2 9 2
398 A 36 0 9 -2 -9 2
398 A 38 0 19 -18 -19 18
398 A 0 2 -397 0 397 0
398 A -2 2 -133 -1 133 1
398 A -2 2 -285 -1 285 1
398 A 2 2 133 -1 -133 1
398 A 2 2 285 -1 -285 1
398 A -4 2 -133 0 133 0
398 A 4 2 -133 0 133 0
398 A -8 2 -307 -4 307 4
398 A 8 2 307 -4 -307 4
398 A -10 2 -41 -1 41 1
398 A 10 2 41 -1 -41 1
398 A -12 2 -285 -4 285 4
398 A 12 2 285 -4 -285 4
398 A 42 0 21 -8 -21 8
398 A 67 0 0 -33 0 33
398 A 37 0 0 -2 0 -2
398 A 71 0 0 -31 0 -31
398 A 101 0 0 -36 0 -36
398 A 127 0 0 -53 0 -53
398 A 149 0 0 -15 0 -15
398 A 167 0 0 -21 0 -21
398 A 181 0 0 -30 0 -30
398 A 191 0 0 -48 0 -48
398 A 197 0 0 -98 0 -98
398 A 4 0 -1 -1 -1 1
398 A 5 0 0 -1 0 -2
398 A 5 0 -1 -1 -1 1
398 A 5 0 -2 -1 1 2
398 A 5 0 2 -1 -1 2
