301 A 5 0 0 -2 0 2
301 A 10 0 5 -2 -5 2
301 A 10 0 0 -3 0 3
301 A 0 1 -85 0 85 0
301 A -2 1 -119 -1 119 1
301 A 2 1 119 -1 -119 1
301 A -3 1 -58 -1 58 1
301 A 3 1 58 -1 -58 1
301 A 20 0 -5 -2 5 2
301 A 20 0 5 -2 -5 2
301 A -28 1 -134 -14 134 14
301 A 28 1 134 -14 -134 14
301 A 0 2 -85 0 85 0
301 A 0 2 -216 1 216 -1
301 A 0 2 -300 1 300 -1
301 A -4 2 -182 -1 182 1
301 A 4 2 182 -1 -182 1
301 A -6 2 -61 0 61 0
301 A 6 2 -61 0 61 0
301 A 0 4 -85 2 85 -2
301 A 4 0 0 -1 0 -1
301 A 4 0 2 -1 2 -1
301 A 5 0 0 -1 0 -1
301 A 6 0 0 -1 0 -1
301 A 9 0 0 -4 0 -4
301 A 10 0 0 -1 0 -1
301 A 11 0 0 -5 0 -5
301 A 12 0 0 -1 0 -1
301 A 12 0 6 -1 6 -1
301 A 12 0 0 -5 0 -5
301 A 12 0 6 -5 6 -5
301 A 15 0 0 -1 0 -1
301 A 15 0 0 -4 0 -4
301 A 18 0 0 -5 0 -5
301 A 20 0 10 -1 10 -1
301 A 20 0 10 -9 10 -9
301 A 36 0 0 -5 0 -5
301 A 5 0 -1 -1 -2 2
301 A 5 0 1 -1 2 2
301 A 6 0 -2 -1 -2 1
301 A 7 0 -1 -1 1 -1
301 A 7 0 -2 -1 -3 -2
301 A 7 0 2 -1 3 -2
301 A 7 0 -3 -1 -2 3
301 A 7 0 3 -1 2 3
301 A 7 0 -1 -2 1 -2
301 A 7 0 -2 -2 -3 3
301 A 7 0 2 -2 3 3
301 A 7 0 -1 -3 1 -3
301 A 8 0 0 -1 0 3
301 A 8 0 -2 -1 2 -1
301 A 8 0 4 -1 4 3
301 A 8 0 -2 -3 2 -3
301 A 9 0 0 -1 0 2
301 A 9 0 -1 -1 2 -2
301 A 9 0 1 -1 -2 -2
301 A 9 0 -2 -1 -2 1
301 A 9 0 -3 -1 3 2
301 A 9 0 3 -1 -3 2
301 A 9 0 -4 -1 2 4
301 A 9 0 4 -1 -2 4
301 A 9 0 -1 -2 -1 2
301 A 9 0 -4 -2 -1 -4
301 A 9 0 4 -2 1 -4
301 A 9 0 -3 -4 3 -4
301 A 9 0 -4 -4 -4 4
301 A 10 0 -4 -1 2 -3
301 A 10 0 4 -1 -2 -3
301 A 11 0 0 -1 0 -3
301 A 11 0 -1 -1 -2 2
301 A 11 0 1 -1 2 2
301 A 11 0 -2 -1 3 4
301 A 11 0 2 -1 -3 4
301 A 11 0 -3 -1 -4 5
301 A 11 0 3 -1 4 5
301 A 11 0 -4 -1 -2 -5
301 A 11 0 4 -1 2 -5
301 A 11 0 -5 -1 -4 3
301 A 11 0 5 -1 4 3
301 A 11 0 0 -2 0 4
301 A 11 0 -1 -2 2 -4
301 A 11 0 1 -2 -2 -4
301 A 11 0 -3 -2 1 3
301 A 11 0 3 -2 -1 3
301 A 11 0 -4 -2 -4 2
301 A 11 0 -5 -2 2 -3
301 A 11 0 5 -2 -2 -3
301 A 11 0 -3 -3 3 -3
301 A 11 0 -5 -3 -1 5
301 A 11 0 5 -3 1 5
301 A 11 0 -1 -4 -1 4
301 A 11 0 -4 -4 5 -5
