1843 A 11 0 8 -5 -8 5
1843 A 13 0 3 -6 -3 6
1843 A -4 1 -83 -1 83 1
1843 A 3 1 84 -1 -84 1
1843 A -5 1 -38 0 38 0
1843 A 4 1 -38 0 38 0
1843 A 22 0 3 -6 -3 6
1843 A -8 1 -126 -2 126 2
1843 A 7 1 128 -2 -128 2
1843 A -9 1 -31 -1 31 1
1843 A 8 1 32 -1 -32 1
1843 A -10 1 -95 -2 95 2
1843 A 9 1 97 -2 -97 2
1843 A 26 0 3 -6 -3 6
1843 A -1 2 -96 0 96 0
1843 A 7 0 5 -3 5 -3
1843 A 9 0 2 -4 2 -4
1843 A 13 0 2 -4 2 -4
1843 A 21 0 2 -4 2 -4
1843 A 21 0 5 -10 5 -10
1843 A 23 0 13 -3 13 -3
1843 A 27 0 2 -4 2 -4
1843 A 4 0 0 -1 1 -1
1843 A 4 0 -1 -1 -2 1
1843 A 5 0 0 -1 1 -1
1843 A 5 0 -1 -1 -1 -2
1843 A 5 0 2 -1 3 -2
1843 A 5 0 3 -1 -1 2
1843 A 5 0 0 -2 -2 2
1843 A 6 0 0 -1 -1 1
1843 A 6 0 -1 -1 2 -1
1843 A 6 0 -2 -1 -3 1
1843 A 7 0 0 -1 -1 1
1843 A 7 0 -1 -1 2 -1
1843 A 7 0 -2 -1 2 -3
1843 A 7 0 3 -1 1 -3
1843 A 7 0 4 -1 1 -2
1843 A 7 0 0 -2 3 -3
1843 A 7 0 2 -2 0 -3
1843 A 7 0 -1 -2 -3 2
1843 A 7 0 -2 -2 1 3
1843 A 7 0 4 -2 -4 3
1843 A 8 0 0 -1 -3 3
1843 A 8 0 1 -1 0 3
1843 A 8 0 -1 -1 -2 1
1843 A 8 0 -2 -1 1 -3
1843 A 8 0 3 -1 2 -3
1843 A 8 0 -3 -1 4 -1
1843 A 8 0 -1 -3 4 -3
1843 A 8 0 -2 -3 -5 3
1843 A 9 0 0 -1 -4 4
1843 A 9 0 1 -1 0 4
1843 A 9 0 -1 -1 -4 2
1843 A 9 0 2 -1 2 2
1843 A 9 0 -2 -1 -3 1
1843 A 9 0 -3 -1 -1 -2
1843 A 9 0 4 -1 3 -2
1843 A 9 0 5 -1 -1 2
1843 A 9 0 0 -2 -2 2
1843 A 9 0 -3 -2 1 -4
1843 A 9 0 5 -2 3 -4
1843 A 9 0 -1 -4 5 -4
1843 A 9 0 -2 -4 -6 4
1843 A 10 0 0 -1 1 -1
1843 A 10 0 -1 -1 -6 3
1843 A 10 0 2 -1 3 3
1843 A 10 0 -2 -1 -1 -3
1843 A 10 0 3 -1 4 -3
1843 A 10 0 -3 -1 -2 3
1843 A 10 0 4 -1 -1 3
1843 A 10 0 -4 -1 5 -1
