# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-55))
# (with trivial character, and including unramified quadratic twists)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	55	2	1.1	2		0		2
	55	2	2.1	6		0		6
	55	2	2.2	6		0		6
	55	2	4.1	10		0		10
	55	2	4.2	14		0		14
	55	2	4.3	10		0		10
	55	2	5.1	6		0		6
	55	2	7.1	6		0		6
	55	2	7.2	6		0		6
	55	2	8.1	14		0		14
	55	2	8.2	22		0		22
	55	2	8.3	22		0		22
	55	2	8.4	14		0		14
	55	2	9.1	10		4		6
	55	2	10.1	14		0		14
	55	2	10.2	14		0		14
	55	2	11.1	12		6		6
