# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-7))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.7.1	36.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	36.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	37.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	37.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	43.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	43.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	44.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	44.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	44.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	44.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	44.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	44.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	46.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	46.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	46.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	46.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	49.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	50.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	50.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	53.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	53.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	56.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	56.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	56.3	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	56.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	58.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	58.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	58.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	58.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	63.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	64.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	64.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	64.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	64.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	64.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	64.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	64.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	67.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	67.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	71.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	71.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	72.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	72.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	72.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	72.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	74.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	74.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	74.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	74.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	77.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	77.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	79.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	79.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	81.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	86.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	86.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	86.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	86.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	88.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	88.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	88.3	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	88.4	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.7.1	88.5	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.7.1	88.6	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	88.7	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	88.8	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.7.1	92.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	92.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	92.3	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	92.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	92.5	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.7.1	92.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	98.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	98.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	99.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	99.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	100.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	100.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.7.1	100.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
