# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-39))
# (with trivial character)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	39	2	1.1	1		0		1
	39	2	2.1	3		0		3
	39	2	2.2	3		0		3
	39	2	3.1	4		1		3
	39	2	4.1	5		0		5
	39	2	4.2	8		1		7
	39	2	4.3	5		0		5
	39	2	5.1	3		0		3
	39	2	5.2	3		0		3
	39	2	6.1	9		2		7
	39	2	6.2	9		2		7
	39	2	8.1	7		0		7
	39	2	8.2	13		2		11
	39	2	8.3	13		2		11
	39	2	8.4	7		0		7
	39	2	9.1	7		2		5
	39	2	10.1	7		0		7
	39	2	10.2	7		0		7
	39	2	10.3	7		0		7
	39	2	10.4	7		0		7
	39	2	11.1	3		0		3
	39	2	11.2	3		0		3
	39	2	12.1	14		3		11
	39	2	12.2	22		7		15
	39	2	12.3	14		3		11
	39	2	13.1	3		0		3
	39	2	15.1	9		2		7
	39	2	15.2	9		2		7
	39	2	16.1	9		0		9
	39	2	16.2	18		3		15
	39	2	16.3	21		4		17
	39	2	16.4	18		3		15
	39	2	16.5	9		0		9
	39	2	18.1	15		4		11
	39	2	18.2	15		4		11
	39	2	20.1	11		0		11
	39	2	20.2	11		0		11
	39	2	20.3	17		2		15
	39	2	20.4	17		2		15
	39	2	20.5	11		0		11
	39	2	20.6	11		0		11
	39	2	22.1	7		0		7
	39	2	22.2	8		1		7
	39	2	22.3	8		1		7
	39	2	22.4	7		0		7
	39	2	24.1	19		4		15
	39	2	24.2	35		12		23
	39	2	24.3	35		12		23
	39	2	24.4	19		4		15
	39	2	25.1	8		1		7
	39	2	25.2	10		3		7
	39	2	25.3	8		1		7
	39	2	26.1	7		0		7
	39	2	26.2	7		0		7
	39	2	27.1	10		3		7
	39	2	30.1	19		4		15
	39	2	30.2	19		4		15
	39	2	30.3	19		4		15
	39	2	30.4	19		4		15
