# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-47))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.47.1	12.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	12.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	12.3	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.47.1	12.4	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.47.1	12.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	12.6	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	14.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	14.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	14.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	14.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	16.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	16.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	16.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	16.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	16.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	17.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.47.1	17.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.47.1	18.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	18.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	18.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	18.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	18.5	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	18.6	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	21.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	21.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	21.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	21.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	24.1	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.47.1	24.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	24.3	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.47.1	24.4	5	5	5 [ 5 ]	5 [ 5 ]	0 [ 0 ]
2.0.47.1	24.5	5	5	5 [ 5 ]	5 [ 5 ]	0 [ 0 ]
2.0.47.1	24.6	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.47.1	24.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	24.8	3	3	3 [ 3 ]	3 [ 3 ]	0 [ 0 ]
2.0.47.1	25.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	27.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	27.2	3	3	3 [ 3 ]	0 [ 0 ]	3 [ 3 ]
2.0.47.1	27.3	3	3	3 [ 3 ]	0 [ 0 ]	3 [ 3 ]
2.0.47.1	27.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	28.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	28.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	28.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	28.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	28.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	28.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	32.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	32.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.47.1	32.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	32.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	32.5	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.47.1	32.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	34.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	34.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	34.3	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	34.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.47.1	36.1	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.47.1	36.2	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.47.1	36.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	36.4	8	8	8 [ 8 ]	6 [ 6 ]	2 [ 2 ]
2.0.47.1	36.5	12	12	12 [ 12 ]	12 [ 12 ]	0 [ 0 ]
2.0.47.1	36.6	8	8	8 [ 8 ]	6 [ 6 ]	2 [ 2 ]
2.0.47.1	36.7	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	36.8	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.47.1	36.9	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.47.1	37.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.47.1	37.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
