# Table of dimensions of weight 2 Bianchi cuspidal forms and newforms for GL2 over Q(sqrt(-17))
# (with trivial character, and including unramified quadratic twists)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(cuspidal, new)
	17	2	1.1		0		0
	17	2	2.1		2		2
	17	2	3.1		0		0
	17	2	3.2		0		0
	17	2	4.1		6		2
	17	2	6.1		4		0
	17	2	6.2		4		0
	17	2	7.1		2		2
	17	2	7.2		2		2
	17	2	8.1		14		4
	17	2	9.1		0		0
	17	2	9.2		4		4
	17	2	9.3		0		0
	17	2	11.1		0		0
	17	2	11.2		0		0
	17	2	12.1		12		0
	17	2	12.2		12		0
	17	2	13.1		0		0
	17	2	13.2		0		0
	17	2	14.1		8		0
	17	2	14.2		8		0
	17	2	16.1		22		0
	17	2	17.1		2		2
	17	2	18.1		6		0
	17	2	18.2		18		2
	17	2	18.3		6		0
	17	2	21.1		6		2
	17	2	21.2		4		0
	17	2	21.3		4		0
	17	2	21.4		6		2
	17	2	22.1		4		0
	17	2	22.2		4		0
	17	2	23.1		0		0
	17	2	23.2		0		0
	17	2	24.1		28		0
	17	2	24.2		28		0
	17	2	25.1		6		6
	17	2	26.1		4		0
	17	2	26.2		4		0
	17	2	27.1		0		0
	17	2	27.2		10		2
	17	2	27.3		10		2
	17	2	27.4		0		0
	17	2	28.1		18		0
	17	2	28.2		18		0
	17	2	31.1		0		0
	17	2	31.2		0		0
	17	2	32.1		30		0
	17	2	33.1		0		0
	17	2	33.2		0		0
	17	2	33.3		0		0
	17	2	33.4		0		0
	17	2	34.1		10		2
	17	2	36.1		20		2
	17	2	36.2		42		2
	17	2	36.3		20		2
	17	2	39.1		0		0
	17	2	39.2		0		0
	17	2	39.3		0		0
	17	2	39.4		0		0
