# Table of dimensions of weight 2 Bianchi cuspidal forms and newforms for GL2 over Q(sqrt(-163))
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(cuspidal, new)
	163	2	1.1		0		0
	163	2	4.1		0		0
	163	2	9.1		0		0
	163	2	16.1		0		0
	163	2	25.1		0		0
	163	2	36.1		0		0
	163	2	41.1		0		0
	163	2	41.2		0		0
	163	2	43.1		0		0
	163	2	43.2		0		0
	163	2	47.1		0		0
	163	2	47.2		0		0
	163	2	49.1		2		2
	163	2	53.1		0		0
	163	2	53.2		0		0
	163	2	61.1		0		0
	163	2	61.2		0		0
	163	2	64.1		0		0
	163	2	71.1		0		0
	163	2	71.2		0		0
	163	2	81.1		52		52
	163	2	83.1		0		0
	163	2	83.2		0		0
	163	2	97.1		0		0
	163	2	97.2		0		0
	163	2	100.1		0		0
