# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-19))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.19.1	1.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	4.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	5.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	5.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	7.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	7.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	9.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	11.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	11.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	16.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	17.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	17.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	19.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	20.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	20.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	23.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	23.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	25.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	25.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	25.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	28.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	28.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	35.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	35.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	35.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	35.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	36.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	43.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	43.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	44.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	44.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	45.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	45.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	47.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	47.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	49.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	49.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	49.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	55.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	55.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	55.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	55.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	61.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	61.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	63.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	63.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	64.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	68.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	68.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	73.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	73.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	76.1	4	4	4 [ 4 ]	2 [ 2 ]	2 [ 2 ]
2.0.19.1	77.1	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.19.1	77.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	77.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	77.4	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.19.1	80.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.19.1	80.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.19.1	81.1	4	4	4 [ 4 ]	0 [ 0 ]	4 [ 4 ]
2.0.19.1	83.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	83.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	85.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	85.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	85.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.19.1	85.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	92.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	92.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	95.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.19.1	95.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.19.1	99.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	99.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.19.1	100.1	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.19.1	100.2	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.19.1	100.3	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
