# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-91))
# (with trivial character)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	91	2	1.1	0		0		0
	91	2	4.1	1		0		1
	91	2	5.1	1		0		1
	91	2	5.2	1		0		1
	91	2	7.1	1		0		1
	91	2	9.1	1		0		1
	91	2	13.1	1		0		1
	91	2	16.1	4		0		4
	91	2	19.1	1		0		1
	91	2	19.2	1		0		1
	91	2	20.1	3		0		3
	91	2	20.2	3		0		3
	91	2	23.1	1		0		1
	91	2	23.2	1		0		1
	91	2	25.1	3		0		3
	91	2	25.2	5		2		3
	91	2	25.3	3		0		3
	91	2	28.1	4		1		3
	91	2	29.1	1		0		1
	91	2	29.2	1		0		1
	91	2	31.1	1		0		1
	91	2	31.2	1		0		1
	91	2	35.1	3		0		3
	91	2	35.2	3		0		3
	91	2	36.1	3		0		3
	91	2	41.1	1		0		1
	91	2	41.2	1		0		1
	91	2	43.1	2		1		1
	91	2	43.2	2		1		1
	91	2	45.1	3		0		3
	91	2	45.2	3		0		3
	91	2	47.1	1		0		1
	91	2	47.2	1		0		1
	91	2	49.1	16		12		4
