# Table of dimensions of weight 2 Bianchi cuspidal forms and newforms for GL2 over Q(sqrt(-5))
# (with trivial character, and including unramified quadratic twists)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(cuspidal, new)
	5	2	1.1		0		0
	5	2	2.1		0		0
	5	2	3.1		0		0
	5	2	3.2		0		0
	5	2	4.1		0		0
	5	2	5.1		0		0
	5	2	6.1		0		0
	5	2	6.2		0		0
	5	2	7.1		0		0
	5	2	7.2		0		0
	5	2	8.1		0		0
	5	2	9.1		0		0
	5	2	9.2		0		0
	5	2	9.3		0		0
	5	2	10.1		0		0
	5	2	12.1		0		0
	5	2	12.2		0		0
	5	2	14.1		0		0
	5	2	14.2		0		0
	5	2	15.1		0		0
	5	2	15.2		0		0
	5	2	16.1		2		2
	5	2	18.1		0		0
	5	2	18.2		0		0
	5	2	18.3		0		0
	5	2	20.1		2		2
	5	2	21.1		0		0
	5	2	21.2		0		0
	5	2	21.3		0		0
	5	2	21.4		0		0
	5	2	23.1		0		0
	5	2	23.2		0		0
	5	2	24.1		0		0
	5	2	24.2		0		0
	5	2	25.1		0		0
	5	2	27.1		0		0
	5	2	27.2		0		0
	5	2	27.3		0		0
	5	2	27.4		0		0
	5	2	28.1		0		0
	5	2	28.2		0		0
	5	2	29.1		0		0
	5	2	29.2		0		0
	5	2	30.1		0		0
	5	2	30.2		0		0
	5	2	32.1		4		0
	5	2	35.1		0		0
	5	2	35.2		0		0
	5	2	36.1		0		0
	5	2	36.2		0		0
	5	2	36.3		0		0
	5	2	40.1		6		2
	5	2	41.1		0		0
	5	2	41.2		0		0
	5	2	42.1		0		0
	5	2	42.2		0		0
	5	2	42.3		0		0
	5	2	42.4		0		0
	5	2	43.1		0		0
	5	2	43.2		0		0
	5	2	45.1		0		0
	5	2	45.2		2		2
	5	2	45.3		0		0
	5	2	46.1		0		0
	5	2	46.2		0		0
	5	2	47.1		0		0
	5	2	47.2		0		0
	5	2	48.1		4		0
	5	2	48.2		4		0
	5	2	49.1		0		0
	5	2	49.2		0		0
	5	2	49.3		0		0
	5	2	50.1		2		2
	5	2	54.1		0		0
	5	2	54.2		0		0
	5	2	54.3		0		0
	5	2	54.4		0		0
	5	2	56.1		0		0
	5	2	56.2		0		0
	5	2	58.1		0		0
	5	2	58.2		0		0
	5	2	60.1		4		0
	5	2	60.2		4		0
	5	2	61.1		0		0
	5	2	61.2		0		0
	5	2	63.1		0		0
	5	2	63.2		0		0
	5	2	63.3		0		0
	5	2	63.4		0		0
	5	2	63.5		0		0
	5	2	63.6		0		0
	5	2	64.1		7		1
