# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-43))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.43.1	1.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	4.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	9.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	11.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	11.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	13.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	13.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	16.1	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.43.1	17.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	17.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	23.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	23.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	25.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	31.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	31.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	36.1	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
2.0.43.1	41.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	41.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	43.1	5	5	5 [ 5 ]	0 [ 0 ]	5 [ 5 ]
2.0.43.1	44.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	44.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	47.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	47.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	49.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	52.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	52.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	53.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	53.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	59.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	59.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	64.1	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.43.1	67.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	67.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	68.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	68.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	79.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	79.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	81.1	12	12	12 [ 12 ]	0 [ 0 ]	12 [ 12 ]
2.0.43.1	83.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	83.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	92.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	92.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	97.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	97.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	99.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	99.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.43.1	100.1	2	2	2 [ 2 ]	0 [ 0 ]	2 [ 2 ]
