# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-11))
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	11	2	1.1	0		0		0
	11	2	3.1	1		0		1
	11	2	3.2	1		0		1
	11	2	4.1	1		0		1
	11	2	5.1	1		0		1
	11	2	5.2	1		0		1
	11	2	9.1	2		0		2
	11	2	9.2	3		0		3
	11	2	9.3	2		0		2
	11	2	11.1	2		1		1
	11	2	12.1	3		0		3
	11	2	12.2	3		0		3
	11	2	15.1	3		0		3
	11	2	15.2	3		0		3
	11	2	15.3	3		0		3
	11	2	15.4	3		0		3
	11	2	16.1	4		0		4
	11	2	20.1	3		0		3
	11	2	20.2	3		0		3
	11	2	23.1	1		0		1
	11	2	23.2	1		0		1
	11	2	25.1	3		0		3
	11	2	25.2	3		0		3
	11	2	25.3	3		0		3
	11	2	27.1	3		0		3
	11	2	27.2	6		1		5
	11	2	27.3	6		1		5
	11	2	27.4	3		0		3
	11	2	31.1	1		0		1
	11	2	31.2	1		0		1
	11	2	33.1	5		2		3
	11	2	33.2	5		2		3
	11	2	36.1	5		0		5
	11	2	36.2	7		0		7
	11	2	36.3	5		0		5
	11	2	37.1	1		0		1
	11	2	37.2	1		0		1
	11	2	44.1	5		2		3
	11	2	45.1	5		0		5
	11	2	45.2	5		0		5
	11	2	45.3	7		0		7
	11	2	45.4	7		0		7
	11	2	45.5	5		0		5
	11	2	45.6	5		0		5
	11	2	47.1	2		1		1
	11	2	47.2	2		1		1
	11	2	48.1	9		0		9
	11	2	48.2	9		0		9
	11	2	49.1	1		0		1
	11	2	53.1	1		0		1
	11	2	53.2	1		0		1
	11	2	55.1	5		2		3
	11	2	55.2	5		2		3
	11	2	59.1	1		0		1
	11	2	59.2	1		0		1
	11	2	60.1	7		0		7
	11	2	60.2	7		0		7
	11	2	60.3	7		0		7
	11	2	60.4	7		0		7
	11	2	64.1	7		0		7
	11	2	67.1	1		0		1
	11	2	67.2	1		0		1
	11	2	69.1	3		0		3
	11	2	69.2	3		0		3
	11	2	69.3	3		0		3
	11	2	69.4	3		0		3
	11	2	71.1	1		0		1
	11	2	71.2	1		0		1
	11	2	75.1	7		0		7
	11	2	75.2	7		0		7
	11	2	75.3	7		0		7
	11	2	75.4	7		0		7
	11	2	75.5	7		0		7
	11	2	75.6	7		0		7
	11	2	80.1	9		0		9
	11	2	80.2	9		0		9
	11	2	81.1	6		0		6
	11	2	81.2	9		2		7
	11	2	81.3	13		4		9
	11	2	81.4	9		2		7
	11	2	81.5	6		0		6
	11	2	89.1	2		1		1
	11	2	89.2	2		1		1
	11	2	92.1	4		1		3
	11	2	92.2	4		1		3
	11	2	93.1	3		0		3
	11	2	93.2	3		0		3
	11	2	93.3	3		0		3
	11	2	93.4	3		0		3
	11	2	97.1	1		0		1
	11	2	97.2	1		0		1
	11	2	99.1	9		4		5
	11	2	99.2	12		5		7
	11	2	99.3	9		4		5
	11	2	100.1	7		0		7
	11	2	100.2	7		0		7
	11	2	100.3	7		0		7
