Table of dimensions of weight 2 Bianchi cusp forms over Q(sqrt(-95))
# (with trivial character, and including unramified quadratic twists)
Field	Weight	Level	Norm	dim(SL2)	dim(GL2)	dim(SL2)-dim(GL2)
95	2	1.1	 1		1		0		1
95	2	2.1	 2		1		0		1
95	2	2.2	 2		2		0		2
95	2	3.1	 3		2		0		2
95	2	3.2	 3		2		0		2
95	2	4.1	 4		2		0		2
95	2	4.2	 4		10		0		10
95	2	4.3	 4		4		0		4
95	2	5.1	 5		4		4		0
95	2	6.1	 6		4		0		4
95	2	6.2	 6		2		0		2
95	2	6.3	 6		4		0		4
95	2	6.4	 6		4		0		4
95	2	8.1	 8		2		0		2
95	2	8.2	 8		16		0		16
95	2	8.3	 8		18		0		18
95	2	8.4	 8		4		0		4
95	2	9.1	 9		6		0		6
95	2	9.2	 9		16		0		16
95	2	9.3	 9		6		0		6
95	2	10.1	 10		8		8		0
95	2	10.2	 10		8		8		0
95	2	11.1	 11		2		0		2
95	2	11.2	 11		2		0		2
95	2	12.1	 12		6		0		6
95	2	12.2	 12		3		0		3
95	2	12.3	 12		18		0		18
95	2	12.4	 12		14		0		14
95	2	12.5	 12		6		0		6
95	2	12.6	 12		6		0		6
