# Table of dimensions of weight 2 Bianchi cuspidal forms and newforms for GL2 over Q(sqrt(-95))
# (with trivial character)
# Field	Weight	Level	dim(cuspidal)	dim(cuspidal, new)
	95	2	1.1		0		0
	95	2	2.1		0		0
	95	2	2.2		0		0
	95	2	3.1		0		0
	95	2	3.2		0		0
	95	2	4.1		0		0
	95	2	4.2		0		0
	95	2	4.3		0		0
	95	2	5.1		4		4
	95	2	6.1		0		0
	95	2	6.2		0		0
	95	2	6.3		0		0
	95	2	6.4		0		0
	95	2	8.1		0		0
	95	2	8.2		0		0
	95	2	8.3		0		0
	95	2	8.4		0		0
	95	2	9.1		0		0
	95	2	9.2		0		0
	95	2	9.3		0		0
	95	2	10.1		8		0
	95	2	10.2		8		0
	95	2	11.1		0		0
	95	2	11.2		0		0
	95	2	12.1		0		0
	95	2	12.2		0		0
	95	2	12.3		0		0
	95	2	12.4		0		0
	95	2	12.5		0		0
	95	2	12.6		0		0
	95	2	13.1		0		0
	95	2	13.2		0		0
	95	2	15.1		8		0
	95	2	15.2		8		0
	95	2	16.1		1		1
	95	2	16.2		0		0
	95	2	16.3		0		0
	95	2	16.4		0		0
	95	2	16.5		1		1
	95	2	18.1		0		0
	95	2	18.2		0		0
	95	2	18.3		0		0
	95	2	18.4		0		0
	95	2	18.5		0		0
	95	2	18.6		0		0
	95	2	19.1		10		10
	95	2	20.1		12		0
	95	2	20.2		16		0
	95	2	20.3		12		0
	95	2	22.1		0		0
	95	2	22.2		0		0
	95	2	22.3		0		0
	95	2	22.4		0		0
	95	2	24.1		0		0
	95	2	24.2		0		0
	95	2	24.3		0		0
	95	2	24.4		0		0
	95	2	24.5		0		0
	95	2	24.6		0		0
	95	2	24.7		0		0
	95	2	24.8		0		0
	95	2	25.1		12		4
	95	2	26.1		0		0
	95	2	26.2		0		0
	95	2	26.3		0		0
	95	2	26.4		0		0
	95	2	27.1		0		0
	95	2	27.2		6		6
	95	2	27.3		6		6
	95	2	27.4		0		0
	95	2	30.1		16		0
	95	2	30.2		16		0
	95	2	30.3		16		0
	95	2	30.4		16		0
