# Table of dimensions of weight 2 Bianchi cuspidal forms and newforms for GL2 over Q(sqrt(-87))
# (with trivial character, and including unramified quadratic twists)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(cuspidal, new)
	87	2	1.1		0		0
	87	2	2.1		0		0
	87	2	2.2		0		0
	87	2	3.1		0		0
	87	2	4.1		0		0
	87	2	4.2		0		0
	87	2	4.3		0		0
	87	2	6.1		0		0
	87	2	6.2		0		0
	87	2	7.1		0		0
	87	2	7.2		0		0
	87	2	8.1		0		0
	87	2	8.2		0		0
	87	2	8.3		0		0
	87	2	8.4		0		0
	87	2	9.1		6		6
	87	2	11.1		0		0
	87	2	11.2		0		0
	87	2	12.1		0		0
	87	2	12.2		0		0
	87	2	12.3		0		0
	87	2	13.1		0		0
	87	2	13.2		0		0
	87	2	14.1		2		2
	87	2	14.2		0		0
	87	2	14.3		0		0
	87	2	14.4		2		2
	87	2	16.1		0		0
	87	2	16.2		0		0
	87	2	16.3		0		0
	87	2	16.4		0		0
	87	2	16.5		0		0
	87	2	17.1		0		0
	87	2	17.2		0		0
	87	2	18.1		12		0
	87	2	18.2		12		0
	87	2	21.1		0		0
	87	2	21.2		0		0
	87	2	22.1		0		0
	87	2	22.2		0		0
	87	2	22.3		0		0
	87	2	22.4		0		0
	87	2	24.1		0		0
	87	2	24.2		0		0
	87	2	24.3		0		0
	87	2	24.4		0		0
	87	2	25.1		0		0
	87	2	26.1		0		0
	87	2	26.2		0		0
	87	2	26.3		0		0
	87	2	26.4		0		0
	87	2	27.1		12		0
	87	2	28.1		4		0
	87	2	28.2		0		0
	87	2	28.3		6		2
	87	2	28.4		6		2
	87	2	28.5		0		0
	87	2	28.6		4		0
	87	2	29.1		4		4
	87	2	32.1		0		0
	87	2	32.2		4		4
	87	2	32.3		4		4
	87	2	32.4		4		4
	87	2	32.5		4		4
	87	2	32.6		0		0
	87	2	33.1		0		0
	87	2	33.2		0		0
	87	2	34.1		0		0
	87	2	34.2		0		0
	87	2	34.3		0		0
	87	2	34.4		0		0
	87	2	36.1		18		0
	87	2	36.2		34		10
	87	2	36.3		18		0
	87	2	39.1		0		0
	87	2	39.2		0		0
