# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-15))
# (with trivial character)
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	15	2	1.1	0		0		0
	15	2	2.1	1		0		1
	15	2	2.2	1		0		1
	15	2	3.1	1		0		1
	15	2	4.1	2		0		2
	15	2	4.2	3		0		3
	15	2	4.3	2		0		2
	15	2	5.1	1		0		1
	15	2	6.1	3		0		3
	15	2	6.2	3		0		3
	15	2	8.1	3		0		3
	15	2	8.2	5		0		5
	15	2	8.3	5		0		5
	15	2	8.4	3		0		3
	15	2	9.1	2		0		2
	15	2	10.1	3		0		3
	15	2	10.2	3		0		3
	15	2	12.1	5		0		5
	15	2	12.2	7		0		7
	15	2	12.3	5		0		5
	15	2	15.1	4		1		3
	15	2	16.1	4		0		4
	15	2	16.2	7		0		7
	15	2	16.3	8		0		8
	15	2	16.4	7		0		7
	15	2	16.5	4		0		4
	15	2	17.1	1		0		1
	15	2	17.2	1		0		1
	15	2	18.1	5		0		5
	15	2	18.2	5		0		5
	15	2	19.1	1		0		1
	15	2	19.2	1		0		1
	15	2	20.1	5		0		5
	15	2	20.2	7		0		7
	15	2	20.3	5		0		5
	15	2	23.1	1		0		1
	15	2	23.2	1		0		1
	15	2	24.1	7		0		7
	15	2	24.2	11		0		11
	15	2	24.3	11		0		11
	15	2	24.4	7		0		7
	15	2	25.1	3		0		3
	15	2	27.1	3		0		3
	15	2	30.1	9		2		7
	15	2	30.2	9		2		7
	15	2	31.1	1		0		1
	15	2	31.2	1		0		1
	15	2	32.1	5		0		5
	15	2	32.2	9		0		9
	15	2	32.3	11		0		11
	15	2	32.4	11		0		11
	15	2	32.5	9		0		9
	15	2	32.6	5		0		5
	15	2	34.1	3		0		3
	15	2	34.2	3		0		3
	15	2	34.3	3		0		3
	15	2	34.4	3		0		3
	15	2	36.1	8		0		8
	15	2	36.2	12		1		11
	15	2	36.3	8		0		8
	15	2	38.1	3		0		3
	15	2	38.2	4		1		3
	15	2	38.3	4		1		3
	15	2	38.4	3		0		3
	15	2	40.1	7		0		7
	15	2	40.2	11		0		11
	15	2	40.3	11		0		11
	15	2	40.4	7		0		7
	15	2	45.1	7		2		5
	15	2	46.1	3		0		3
	15	2	46.2	3		0		3
	15	2	46.3	3		0		3
	15	2	46.4	3		0		3
	15	2	47.1	1		0		1
	15	2	47.2	1		0		1
	15	2	48.1	10		1		9
	15	2	48.2	15		0		15
	15	2	48.3	17		0		17
	15	2	48.4	15		0		15
	15	2	48.5	10		1		9
	15	2	49.1	1		0		1
	15	2	50.1	7		0		7
	15	2	50.2	7		0		7
	15	2	51.1	3		0		3
	15	2	51.2	3		0		3
	15	2	53.1	1		0		1
	15	2	53.2	1		0		1
	15	2	54.1	8		1		7
	15	2	54.2	8		1		7
	15	2	57.1	3		0		3
	15	2	57.2	3		0		3
	15	2	60.1	14		3		11
	15	2	60.2	20		5		15
	15	2	60.3	14		3		11
	15	2	61.1	1		0		1
	15	2	61.2	1		0		1
	15	2	62.1	3		0		3
	15	2	62.2	4		1		3
	15	2	62.3	4		1		3
	15	2	62.4	3		0		3
	15	2	64.1	7		0		7
	15	2	64.2	11		0		11
	15	2	64.3	14		0		14
	15	2	64.4	15		0		15
	15	2	64.5	14		0		14
	15	2	64.6	11		0		11
	15	2	64.7	7		0		7
	15	2	68.1	5		0		5
	15	2	68.2	5		0		5
	15	2	68.3	7		0		7
	15	2	68.4	7		0		7
	15	2	68.5	5		0		5
	15	2	68.6	5		0		5
	15	2	69.1	3		0		3
	15	2	69.2	3		0		3
	15	2	72.1	11		0		11
	15	2	72.2	19		2		17
	15	2	72.3	19		2		17
	15	2	72.4	11		0		11
	15	2	75.1	10		3		7
	15	2	76.1	5		0		5
	15	2	76.2	7		2		5
	15	2	76.3	9		2		7
	15	2	76.4	9		2		7
	15	2	76.5	7		2		5
	15	2	76.6	5		0		5
	15	2	79.1	1		0		1
	15	2	79.2	1		0		1
	15	2	80.1	9		0		9
	15	2	80.2	15		0		15
	15	2	80.3	18		1		17
	15	2	80.4	15		0		15
	15	2	80.5	9		0		9
	15	2	81.1	7		1		6
	15	2	83.1	1		0		1
	15	2	83.2	1		0		1
	15	2	85.1	3		0		3
	15	2	85.2	3		0		3
	15	2	90.1	15		4		11
	15	2	90.2	15		4		11
	15	2	92.1	5		0		5
	15	2	92.2	5		0		5
	15	2	92.3	8		1		7
	15	2	92.4	8		1		7
	15	2	92.5	5		0		5
	15	2	92.6	5		0		5
	15	2	93.1	3		0		3
	15	2	93.2	3		0		3
	15	2	94.1	3		0		3
	15	2	94.2	3		0		3
	15	2	94.3	3		0		3
	15	2	94.4	3		0		3
	15	2	95.1	3		0		3
	15	2	95.2	3		0		3
	15	2	96.1	13		2		11
	15	2	96.2	21		2		19
	15	2	96.3	23		0		23
	15	2	96.4	23		0		23
	15	2	96.5	21		2		19
	15	2	96.6	13		2		11
	15	2	98.1	3		0		3
	15	2	98.2	3		0		3
	15	2	100.1	11		0		11
	15	2	100.2	16		1		15
	15	2	100.3	11		0		11
