# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-2))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.8.1	1.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	2.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	3.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	3.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	4.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	6.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	6.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	8.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	9.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	9.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	9.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	11.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	11.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	12.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	12.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	16.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	17.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	17.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	18.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	18.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	18.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	19.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	19.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	22.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	22.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	24.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	24.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	25.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	27.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	27.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	27.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	27.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	32.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	33.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	33.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	33.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	33.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	34.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	34.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	36.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	36.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	36.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	38.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	38.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	41.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	41.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	43.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	43.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	44.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	44.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
