# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-2))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.8.1	48.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	48.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	49.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	50.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	51.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	51.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	51.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	51.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	54.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	54.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	54.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	54.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	57.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	57.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	57.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	57.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	59.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	59.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	64.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.8.1	66.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	66.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	66.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	66.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	67.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	67.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	68.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	68.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	72.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	72.2	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	72.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	73.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	73.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	75.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	75.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	76.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	76.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	81.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	81.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	81.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	81.4	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	81.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	82.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	82.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	83.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	83.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	86.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	86.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	88.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	88.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	89.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	89.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	96.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.8.1	96.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.8.1	97.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	97.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	98.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	99.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	99.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	99.3	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	99.4	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
2.0.8.1	99.5	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	99.6	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.8.1	100.1	1	1	1 [ 1 ]	0 [ 0 ]	1 [ 1 ]
