# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-71))
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	71	2	1.1	6		0		6
	71	2	2.1	13		0		13
	71	2	2.2	13		0		13
	71	2	3.1	13		0		13
	71	2	3.2	13		0		13
	71	2	4.1	20		0		20
	71	2	4.2	27		0		27
	71	2	4.3	20		0		20
	71	2	5.1	13		0		13
	71	2	5.2	13		0		13
	71	2	6.1	27		0		27
	71	2	6.2	27		0		27
	71	2	6.3	27		0		27
	71	2	6.4	27		0		27
	71	2	8.1	27		0		27
	71	2	8.2	41		0		41
	71	2	8.3	41		0		41
	71	2	8.4	27		0		27
	71	2	9.1	20		0		20
	71	2	9.2	27		0		27
	71	2	9.3	20		0		20
	71	2	10.1	27		0		27
	71	2	10.2	27		0		27
	71	2	10.3	27		0		27
	71	2	10.4	27		0		27
	71	2	12.1	41		0		41
	71	2	12.2	41		0		41
	71	2	12.3	55		0		55
	71	2	12.4	55		0		55
	71	2	12.5	41		0		41
	71	2	12.6	41		0		41
	71	2	15.1	27		0		27
	71	2	15.2	27		0		27
	71	2	15.3	27		0		27
	71	2	15.4	27		0		27
	71	2	16.1	34		0		34
	71	2	16.2	55		0		55
	71	2	16.3	62		0		62
	71	2	16.4	55		0		55
	71	2	16.5	34		0		34
	71	2	18.1	42		1		41
	71	2	18.2	55		0		55
	71	2	18.3	41		0		41
	71	2	18.4	41		0		41
	71	2	18.5	55		0		55
	71	2	18.6	42		1		41
	71	2	19.1	13		0		13
	71	2	19.2	13		0		13
	71	2	20.1	41		0		41
	71	2	20.2	41		0		41
	71	2	20.3	56		1		55
	71	2	20.4	56		1		55
	71	2	20.5	41		0		41
	71	2	20.6	41		0		41
