# Table of dimensions of weight 2 Bianchi cuspidal and Eisenstein forms for GL2 over Q(sqrt(-19))
# Field	Weight	Level	dim(all)	dim(cuspidal)	dim(eisenstein)
	19	2	1.1	0		0		0
	19	2	4.1	1		0		1
	19	2	5.1	1		0		1
	19	2	5.2	1		0		1
	19	2	7.1	1		0		1
	19	2	7.2	1		0		1
	19	2	9.1	1		0		1
	19	2	11.1	1		0		1
	19	2	11.2	1		0		1
	19	2	16.1	4		0		4
	19	2	17.1	1		0		1
	19	2	17.2	1		0		1
	19	2	19.1	2		1		1
	19	2	20.1	4		1		3
	19	2	20.2	4		1		3
	19	2	23.1	1		0		1
	19	2	23.2	1		0		1
	19	2	25.1	3		0		3
	19	2	25.2	3		0		3
	19	2	25.3	3		0		3
	19	2	28.1	3		0		3
	19	2	28.2	3		0		3
	19	2	35.1	3		0		3
	19	2	35.2	3		0		3
	19	2	35.3	3		0		3
	19	2	35.4	3		0		3
	19	2	36.1	3		0		3
	19	2	43.1	1		0		1
	19	2	43.2	1		0		1
	19	2	44.1	4		1		3
	19	2	44.2	4		1		3
	19	2	45.1	3		0		3
	19	2	45.2	3		0		3
	19	2	47.1	1		0		1
	19	2	47.2	1		0		1
	19	2	49.1	4		0		4
	19	2	49.2	3		0		3
	19	2	49.3	4		0		4
	19	2	55.1	3		0		3
	19	2	55.2	3		0		3
	19	2	55.3	3		0		3
	19	2	55.4	3		0		3
	19	2	61.1	1		0		1
	19	2	61.2	1		0		1
	19	2	63.1	3		0		3
	19	2	63.2	3		0		3
	19	2	64.1	7		0		7
	19	2	68.1	3		0		3
	19	2	68.2	3		0		3
	19	2	73.1	1		0		1
	19	2	73.2	1		0		1
	19	2	76.1	7		4		3
	19	2	77.1	5		2		3
	19	2	77.2	3		0		3
	19	2	77.3	3		0		3
	19	2	77.4	5		2		3
	19	2	80.1	11		2		9
	19	2	80.2	11		2		9
	19	2	81.1	9		4		5
	19	2	83.1	1		0		1
	19	2	83.2	1		0		1
	19	2	85.1	3		0		3
	19	2	85.2	4		1		3
	19	2	85.3	4		1		3
	19	2	85.4	3		0		3
	19	2	92.1	3		0		3
	19	2	92.2	3		0		3
	19	2	95.1	5		2		3
	19	2	95.2	5		2		3
	19	2	99.1	3		0		3
	19	2	99.2	3		0		3
	19	2	100.1	10		3		7
	19	2	100.2	11		4		7
	19	2	100.3	10		3		7
